number order,arabic market name ,name in E,gender,price for 1kg,perfume code,compny tag,seasons,description
#628,EPIG + اسم اخر غير واضح,,للجنسين,60,47708,EMSA,صيفي وشتوي,EPIG + اسم اخر غير واضح: يمتاز العطر ببداية فوارة من الباتشولي والفانيليا الناعمة، ثم ينتقل بك إلى قلب عطري غني بـ العود والعنبر، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#629,ماي واي انتينز,,للجنسين,65,42731,EMSA,صيفي وشتوي,ماي واي انتينز: تأتي الرشة الأولى مزيجاً من خشب الصندل والفانيليا الناعمة، ويتجلى في جوهره مزيج من التوابل الحارة والزعفران، تاركا أثراً جذاباً لا ينسى.
#630,بولو الكأس,,رجالي,65,42732,EMSA,صيفي وشتوي,بولو الكأس: تأتي الرشة الأولى مزيجاً من الباتشولي والمسك الأبيض، مع قلب يفوح برائحة التوابل الحارة والزعفران، يعطي شعوراً بالفخامة والتميز.
#631,نوليميت,,للجنسين,90,42733,EMSA,صيفي وشتوي,نوليميت: يطل علينا العطر بافتتاحية من خشب الصندل والفانيليا الناعمة، ليأخذك في رحلة إلى نوتات خشب الصندل والباتشولي، يمنحك هالة من الثقة طوال اليوم.
#632,روز ميلانو ارماني,,رجالي,65,42734,EMSA,صيفي وشتوي,روز ميلانو ارماني: يطل علينا العطر بافتتاحية من الباتشولي والفانيليا الناعمة، بينما ينبض القلب بنبضات الفانيليا والكاكاو، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#633,غلا الروح (كويت),,نسائي,65,42735,EMSA,صيفي وشتوي,غلا الروح (كويت): يمتاز العطر ببداية فوارة من خشب الصندل والمسك الأبيض، ليأخذك في رحلة إلى نوتات التوابل الحارة والزعفران، يمنحك هالة من الثقة طوال اليوم.
#634,jpg سكاندال,,للجنسين,65,42736,EMSA,صيفي وشتوي,jpg سكاندال: تأتي الرشة الأولى مزيجاً من خشب الصندل والفانيليا الناعمة، ويتجلى في جوهره مزيج من التوابل الحارة والزعفران، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#635,انطونيو (M),,للجنسين,65,42737,EMSA,صيفي وشتوي,انطونيو (M): تأتي الرشة الأولى مزيجاً من خشب الصندل والمسك الأبيض، بينما ينبض القلب بنبضات الفانيليا والكاكاو، يمنحك هالة من الثقة طوال اليوم.
#636,ال روشاز (m),,للجنسين,75,42738,EMSA,صيفي وشتوي,ال روشاز (m): يطل علينا العطر بافتتاحية من الباتشولي والمسك الأبيض، بينما ينبض القلب بنبضات العود والعنبر، ليستقر في النهاية على قاعدة فاخرة.
#637,اسرار النساء,,للجنسين,75,42739,EMSA,صيفي وشتوي,اسرار النساء: يمتاز العطر ببداية فوارة من الباتشولي والفانيليا الناعمة، ثم ينتقل بك إلى قلب عطري غني بـ العود والعنبر، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#638,فري كود كيل,,للجنسين,75,42740,EMSA,صيفي وشتوي,فري كود كيل: يفتتح هذا العطر رحلته بنفحات الباتشولي والفانيليا الناعمة، مع قلب يفوح برائحة العود والعنبر، يمنحك هالة من الثقة طوال اليوم.
#639,passion عشق,passion,للجنسين,90,42741,EMSA,صيفي وشتوي,passion عشق: ينطلق العطر بنغمات منعشة من خشب الصندل والمسك الأبيض، ويتجلى في جوهره مزيج من التوابل الحارة والزعفران، تاركا أثراً جذاباً لا ينسى.
#640,القبلة الاولى,,للجنسين,95,42742,EMSA,صيفي وشتوي,القبلة الاولى: تأتي الرشة الأولى مزيجاً من الباتشولي والمسك الأبيض، ثم ينتقل بك إلى قلب عطري غني بـ خشب الصندل والباتشولي، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#641,الليله الحمراء,,للجنسين,75,42743,EMSA,صيفي وشتوي,الليله الحمراء: يطل علينا العطر بافتتاحية من خشب الصندل والفانيليا الناعمة، مع قلب يفوح برائحة الفانيليا والكاكاو، يعطي شعوراً بالفخامة والتميز.
#642,لويز فيتون LV,,للجنسين,75,42744,EMSA,صيفي وشتوي,لويز فيتون LV: يمتاز العطر ببداية فوارة من خشب الصندل والفانيليا الناعمة، بينما ينبض القلب بنبضات الفانيليا والكاكاو، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#643,فانتوم من باكوروبان,,للجنسين,75,42745,EMSA,صيفي وشتوي,فانتوم من باكوروبان: تأتي الرشة الأولى مزيجاً من خشب الصندل والفانيليا الناعمة، ثم ينتقل بك إلى قلب عطري غني بـ التوابل الحارة والزعفران، تاركا أثراً جذاباً لا ينسى.
#644,فيراري SWISS,,للجنسين,65,42746,EMSA,صيفي وشتوي,فيراري SWISS: يطل علينا العطر بافتتاحية من خشب الصندل والمسك الأبيض، ويتجلى في جوهره مزيج من خشب الصندل والباتشولي، يعطي شعوراً بالفخامة والتميز.
#645,إصدار خاص,,للجنسين,68,42602,EMSA,صيفي وشتوي,إصدار خاص: تبدأ التجربة العطرية بعبير خشب الصندل والمسك الأبيض، ثم ينتقل بك إلى قلب عطري غني بـ العود والعنبر، يمنحك هالة من الثقة طوال اليوم.
#646,أنا الأبيض,,للجنسين,75,42585,EMSA,صيفي وشتوي,أنا الأبيض: يطل علينا العطر بافتتاحية من خشب الصندل والمسك الأبيض، ثم ينتقل بك إلى قلب عطري غني بـ العود والعنبر، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#647,أتيرنتي نسائي .ENG,,نسائي,40,42608,EMSA,صيفي وشتوي,أتيرنتي نسائي .ENG: ينطلق العطر بنغمات منعشة من الياسمين الأبيض وبراعم اللوز، بينما ينبض القلب بنبضات العود والعنبر، تاركا أثراً جذاباً لا ينسى.
#648,بيكاسو SWISS,,للجنسين,56,42579,EMSA,صيفي وشتوي,بيكاسو SWISS: تبدأ التجربة العطرية بعبير خشب الصندل والفانيليا الناعمة، بينما ينبض القلب بنبضات العود والعنبر، يمنحك هالة من الثقة طوال اليوم.
#649,تزوجني,,للجنسين,54,42578,EMSA,صيفي وشتوي,تزوجني: ينطلق العطر بنغمات منعشة من خشب الصندل والفانيليا الناعمة، مع قلب يفوح برائحة الفانيليا والكاكاو، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#650,جالاكسي شامباني,,للجنسين,52,42603,EMSA,صيفي وشتوي,جالاكسي شامباني: ينطلق العطر بنغمات منعشة من خشب الصندل والمسك الأبيض، ثم ينتقل بك إلى قلب عطري غني بـ التوابل الحارة والزعفران، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#651,تيتانيوم,,للجنسين,60,42586,EMSA,صيفي وشتوي,تيتانيوم: يمتاز العطر ببداية فوارة من خشب الصندل والفانيليا الناعمة، ويتجلى في جوهره مزيج من التوابل الحارة والزعفران، تاركا أثراً جذاباً لا ينسى.
#652,خيالي,,للجنسين,75,42591,EMSA,صيفي وشتوي,خيالي: تبدأ التجربة العطرية بعبير خشب الصندل والمسك الأبيض، بينما ينبض القلب بنبضات خشب الصندل والباتشولي، ليستقر في النهاية على قاعدة فاخرة.
#653,رخام,,للجنسين,60,42577,EMSA,صيفي وشتوي,رخام: يمتاز العطر ببداية فوارة من الباتشولي والمسك الأبيض، بينما ينبض القلب بنبضات التوابل الحارة والزعفران، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#654,رشا 2,,للجنسين,58,42581,EMSA,صيفي وشتوي,رشا 2: ينطلق العطر بنغمات منعشة من الباتشولي والفانيليا الناعمة، مع قلب يفوح برائحة الفانيليا والكاكاو، ليستقر في النهاية على قاعدة فاخرة.
#655,ريمي ماركوس NEW,,للجنسين,54,42604,EMSA,صيفي وشتوي,ريمي ماركوس NEW: يطل علينا العطر بافتتاحية من خشب الصندل والمسك الأبيض، بينما ينبض القلب بنبضات خشب الصندل والباتشولي، يعطي شعوراً بالفخامة والتميز.
#656,سوفاج .FR,,رجالي,54,42584,EMSA,صيفي وشتوي,سوفاج .FR: يمتاز العطر ببداية فوارة من الباتشولي والمسك الأبيض، ثم ينتقل بك إلى قلب عطري غني بـ العود والعنبر، يمنحك هالة من الثقة طوال اليوم.
#657,عود زايد,,للجنسين,74,42587,EMSA,شتوي,عود زايد: ينطلق العطر بنغمات منعشة من العود الملكي والعنبر الدافئ، ويتجلى في جوهره مزيج من خشب الصندل والباتشولي، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#658,عبير الشوق,,للجنسين,48,42582,EMSA,صيفي وشتوي,عبير الشوق: تأتي الرشة الأولى مزيجاً من خشب الصندل والمسك الأبيض، ليستقر في وسطه عبير العود والعنبر، يمنحك هالة من الثقة طوال اليوم.
#659,عتيق VINTAGE,VINTAGE,للجنسين,64,42606,EMSA,صيفي وشتوي,عتيق VINTAGE: يفتتح هذا العطر رحلته بنفحات خشب الصندل والفانيليا الناعمة، بينما ينبض القلب بنبضات الفانيليا والكاكاو، تاركا أثراً جذاباً لا ينسى.
#660,غالي EXPENSIVE,EXPENSIVE,للجنسين,74,42588,EMSA,صيفي وشتوي,غالي EXPENSIVE: يفتتح هذا العطر رحلته بنفحات خشب الصندل والفانيليا الناعمة، ليأخذك في رحلة إلى نوتات خشب الصندل والباتشولي، يعطي شعوراً بالفخامة والتميز.
#661,فرانك أوليفر,,للجنسين,74,42589,EMSA,صيفي وشتوي,فرانك أوليفر: يفتتح هذا العطر رحلته بنفحات خشب الصندل والفانيليا الناعمة، مع قلب يفوح برائحة خشب الصندل والباتشولي، ليستقر في النهاية على قاعدة فاخرة.
#662,فندي .ESS,,للجنسين,50,42605,EMSA,صيفي وشتوي,فندي .ESS: يفتتح هذا العطر رحلته بنفحات خشب الصندل والمسك الأبيض، مع قلب يفوح برائحة خشب الصندل والباتشولي، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#663,مخلط عالية,,للجنسين,64,42580,EMSA,صيفي وشتوي,مخلط عالية: يمتاز العطر ببداية فوارة من الباتشولي والفانيليا الناعمة، ليستقر في وسطه عبير العود والعنبر، يعطي شعوراً بالفخامة والتميز.
#664,مخلط ملكي .FR,,للجنسين,58,42583,EMSA,صيفي وشتوي,مخلط ملكي .FR: يفتتح هذا العطر رحلته بنفحات الباتشولي والمسك الأبيض، ويتجلى في جوهره مزيج من العود والعنبر، يمنحك هالة من الثقة طوال اليوم.
#665,مسك أبيض .FR,,للجنسين,48,42607,EMSA,صيفي وشتوي,مسك أبيض .FR: تبدأ التجربة العطرية بعبير الباتشولي والمسك الأبيض، ليأخذك في رحلة إلى نوتات الفانيليا والكاكاو، يمنحك هالة من الثقة طوال اليوم.
#666,بخور صناعي,,للجنسين,24,42597,EMSA,شتوي,بخور صناعي: تأتي الرشة الأولى مزيجاً من الزعفران والعنبر الدافئ، ثم ينتقل بك إلى قلب عطري غني بـ التوابل الحارة والزعفران، يمنحك هالة من الثقة طوال اليوم.
#667,بنفسج صناعي,,للجنسين,24,؟,EMSA,صيفي وشتوي,بنفسج صناعي: ينطلق العطر بنغمات منعشة من خشب الصندل والمسك الأبيض، ثم ينتقل بك إلى قلب عطري غني بـ العود والعنبر، ليستقر في النهاية على قاعدة فاخرة.
#668,برسيل صناعي,,للجنسين,20,42595,EMSA,صيفي وشتوي,برسيل صناعي: تأتي الرشة الأولى مزيجاً من خشب الصندل والفانيليا الناعمة، مع قلب يفوح برائحة التوابل الحارة والزعفران، يمنحك هالة من الثقة طوال اليوم.
#669,تفاح صناعي,,للجنسين,16,42601,EMSA,صيفي وشتوي,تفاح صناعي: يفتتح هذا العطر رحلته بنفحات الباتشولي والمسك الأبيض، ليستقر في وسطه عبير التوابل الحارة والزعفران، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#670,جاسمين صناعي,,للجنسين,16,42592,EMSA,صيفي وشتوي,جاسمين صناعي: تبدأ التجربة العطرية بعبير الباتشولي والمسك الأبيض، مع قلب يفوح برائحة التوابل الحارة والزعفران، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#671,دوف صناعي,,للجنسين,22,42590,EMSA,صيفي وشتوي,دوف صناعي: يطل علينا العطر بافتتاحية من الباتشولي والمسك الأبيض، مع قلب يفوح برائحة الفانيليا والكاكاو، يعطي شعوراً بالفخامة والتميز.
#672,روز صناعي,,للجنسين,20,42598,EMSA,صيفي وشتوي,روز صناعي: تأتي الرشة الأولى مزيجاً من الباتشولي والفانيليا الناعمة، ليستقر في وسطه عبير العود والعنبر، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#673,زنبق صناعي,,للجنسين,22,42599,EMSA,صيفي وشتوي,زنبق صناعي: يطل علينا العطر بافتتاحية من الباتشولي والفانيليا الناعمة، ليستقر في وسطه عبير العود والعنبر، يمنحك هالة من الثقة طوال اليوم.
#674,علج بوبي صناعي,,للجنسين,16,42600,EMSA,صيفي وشتوي,علج بوبي صناعي: يفتتح هذا العطر رحلته بنفحات خشب الصندل والفانيليا الناعمة، ليأخذك في رحلة إلى نوتات خشب الصندل والباتشولي، تاركا أثراً جذاباً لا ينسى.
#675,فراولة صناعي,,نسائي,18,42596,EMSA,صيفي وشتوي,فراولة صناعي: يفتتح هذا العطر رحلته بنفحات الباتشولي والمسك الأبيض، ليستقر في وسطه عبير العود والعنبر، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#676,ورد جوري صناعي,,للجنسين,18,42594,EMSA,صيفي وشتوي,ورد جوري صناعي: تأتي الرشة الأولى مزيجاً من الياسمين الأبيض وبراعم اللوز، ثم ينتقل بك إلى قلب عطري غني بـ خشب الصندل والباتشولي، تاركا أثراً جذاباً لا ينسى.
#677,اتيرنتي أنتينز M,,للجنسين,48,42611,EMSA,صيفي وشتوي,اتيرنتي أنتينز M: يفتتح هذا العطر رحلته بنفحات خشب الصندل والفانيليا الناعمة، بينما ينبض القلب بنبضات التوابل الحارة والزعفران، يعطي شعوراً بالفخامة والتميز.
#678,الحلم الملكي,,للجنسين,60,42617,EMSA,صيفي وشتوي,الحلم الملكي: تبدأ التجربة العطرية بعبير خشب الصندل والمسك الأبيض، ويتجلى في جوهره مزيج من خشب الصندل والباتشولي، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#679,أحلام العرب,,للجنسين,48,42623,EMSA,صيفي وشتوي,أحلام العرب: يطل علينا العطر بافتتاحية من خشب الصندل والفانيليا الناعمة، ليستقر في وسطه عبير العود والعنبر، ليستقر في النهاية على قاعدة فاخرة.
#680,أرماني SI الأحمر (استنس),,للجنسين,58,42614,EMSA,صيفي وشتوي,أرماني SI الأحمر (استنس): تأتي الرشة الأولى مزيجاً من الباتشولي والفانيليا الناعمة، ويتجلى في جوهره مزيج من العود والعنبر، تاركا أثراً جذاباً لا ينسى.
#681,BAD GIRL كيليان,BAD GIRL,نسائي,60,42618,EMSA,صيفي وشتوي,BAD GIRL كيليان: ينطلق العطر بنغمات منعشة من خشب الصندل والمسك الأبيض، ويتجلى في جوهره مزيج من التوابل الحارة والزعفران، ليستقر في النهاية على قاعدة فاخرة.
#682,بلاتينيوم EXTRA,EXTRA,للجنسين,50,42624,EMSA,صيفي وشتوي,بلاتينيوم EXTRA: يطل علينا العطر بافتتاحية من الباتشولي والمسك الأبيض، بينما ينبض القلب بنبضات التوابل الحارة والزعفران، تاركا أثراً جذاباً لا ينسى.
#683,جاكوما FR,,للجنسين,58,42620,EMSA,صيفي وشتوي,جاكوما FR: يطل علينا العطر بافتتاحية من خشب الصندل والمسك الأبيض، ليأخذك في رحلة إلى نوتات خشب الصندل والباتشولي، تاركا أثراً جذاباً لا ينسى.
#684,شيخ الشيوخ,,للجنسين,60,42619,EMSA,صيفي وشتوي,شيخ الشيوخ: يطل علينا العطر بافتتاحية من الباتشولي والمسك الأبيض، ثم ينتقل بك إلى قلب عطري غني بـ الفانيليا والكاكاو، يمنحك هالة من الثقة طوال اليوم.
#685,عود أصفهان كرستيان ديور,,للجنسين,75,42622,EMSA,شتوي,عود أصفهان كرستيان ديور: تأتي الرشة الأولى مزيجاً من الزعفران والعنبر الدافئ، ليستقر في وسطه عبير الفانيليا والكاكاو، ليستقر في النهاية على قاعدة فاخرة.
#686,عود سيوفي ملكي,,للجنسين,75,42615,EMSA,شتوي,عود سيوفي ملكي: يطل علينا العطر بافتتاحية من الزعفران والمسك الأسود، بينما ينبض القلب بنبضات التوابل الحارة والزعفران، يعطي شعوراً بالفخامة والتميز.
#687,مايكل كورس W,,للجنسين,54,42609,EMSA,صيفي وشتوي,مايكل كورس W: تأتي الرشة الأولى مزيجاً من خشب الصندل والفانيليا الناعمة، ليأخذك في رحلة إلى نوتات الفانيليا والكاكاو، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#688,مليون دولار برايف,,للجنسين,54,42610,EMSA,صيفي وشتوي,مليون دولار برايف: يمتاز العطر ببداية فوارة من خشب الصندل والفانيليا الناعمة، ليأخذك في رحلة إلى نوتات الفانيليا والكاكاو، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#689,مونتال بلاك عود,,للجنسين,60,42621,EMSA,شتوي,مونتال بلاك عود: تبدأ التجربة العطرية بعبير العود الملكي والمسك الأسود، مع قلب يفوح برائحة العود والعنبر، تاركا أثراً جذاباً لا ينسى.
#690,مونتال كولد روز (الزهرة الذهبية),,للجنسين,60,42613,EMSA,صيفي وشتوي,مونتال كولد روز (الزهرة الذهبية): تبدأ التجربة العطرية بعبير الباتشولي والفانيليا الناعمة، ثم ينتقل بك إلى قلب عطري غني بـ التوابل الحارة والزعفران، يعطي شعوراً بالفخامة والتميز.
#691,ماي بربري W,,للجنسين,56,42612,EMSA,صيفي وشتوي,ماي بربري W: ينطلق العطر بنغمات منعشة من الباتشولي والفانيليا الناعمة، بينما ينبض القلب بنبضات الفانيليا والكاكاو، يمنحك هالة من الثقة طوال اليوم.
#692,نخبة العود,,للجنسين,75,42616,EMSA,شتوي,نخبة العود: يمتاز العطر ببداية فوارة من البخور الفاخر والعنبر الدافئ، مع قلب يفوح برائحة الفانيليا والكاكاو، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#693,كوستا كوستا,,للجنسين,100,42759,EMSA,صيفي وشتوي,كوستا كوستا: ينطلق العطر بنغمات منعشة من خشب الصندل والمسك الأبيض، مع قلب يفوح برائحة خشب الصندل والباتشولي، ليستقر في النهاية على قاعدة فاخرة.
#694,الفتاة الجميلة,,للجنسين,70,42763,EMSA,صيفي وشتوي,الفتاة الجميلة: يمتاز العطر ببداية فوارة من الباتشولي والفانيليا الناعمة، ويتجلى في جوهره مزيج من التوابل الحارة والزعفران، يمنحك هالة من الثقة طوال اليوم.
#695,بربري هير,,نسائي,75,42757,EMSA,صيفي وشتوي,بربري هير: يطل علينا العطر بافتتاحية من الباتشولي والفانيليا الناعمة، ليأخذك في رحلة إلى نوتات خشب الصندل والباتشولي، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#696,بوز لايف,,للجنسين,75,42762,EMSA,صيفي وشتوي,بوز لايف: تأتي الرشة الأولى مزيجاً من خشب الصندل والمسك الأبيض، ليستقر في وسطه عبير الفانيليا والكاكاو، يعطي شعوراً بالفخامة والتميز.
#697,ليبري YSL سويسري (LIBRE),LIBRE,للجنسين,75,42768,EMSA,صيفي وشتوي,ليبري YSL سويسري (LIBRE): ينطلق العطر بنغمات منعشة من خشب الصندل والمسك الأبيض، بينما ينبض القلب بنبضات خشب الصندل والباتشولي، تاركا أثراً جذاباً لا ينسى.
#698,جست لوف مي,,للجنسين,100,42766,EMSA,صيفي وشتوي,جست لوف مي: تبدأ التجربة العطرية بعبير خشب الصندل والمسك الأبيض، ليأخذك في رحلة إلى نوتات خشب الصندل والباتشولي، ليستقر في النهاية على قاعدة فاخرة.
#699,ليالي كان,,للجنسين,95,42761,EMSA,صيفي وشتوي,ليالي كان: يفتتح هذا العطر رحلته بنفحات خشب الصندل والفانيليا الناعمة، مع قلب يفوح برائحة التوابل الحارة والزعفران، تاركا أثراً جذاباً لا ينسى.
#700,العطر الأغريقي,,للجنسين,75,42760,EMSA,صيفي وشتوي,العطر الأغريقي: ينطلق العطر بنغمات منعشة من خشب الصندل والفانيليا الناعمة، ليستقر في وسطه عبير الفانيليا والكاكاو، يعطي شعوراً بالفخامة والتميز.
#701,ال هوم بارفيوم YSL,,رجالي,115,42765,EMSA,صيفي وشتوي,ال هوم بارفيوم YSL: ينطلق العطر بنغمات منعشة من الباتشولي والفانيليا الناعمة، ليأخذك في رحلة إلى نوتات العود والعنبر، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#702,بيور ديستان بلاك,,للجنسين,65,42770,EMSA,صيفي وشتوي,بيور ديستان بلاك: ينطلق العطر بنغمات منعشة من الباتشولي والفانيليا الناعمة، ليستقر في وسطه عبير خشب الصندل والباتشولي، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#703,الرغبة الخبيثة Fr,,للجنسين,90,42771,EMSA,صيفي وشتوي,الرغبة الخبيثة Fr: يمتاز العطر ببداية فوارة من خشب الصندل والمسك الأبيض، ويتجلى في جوهره مزيج من خشب الصندل والباتشولي، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#704,شيفون (وردي),,للجنسين,65,42772,EMSA,صيفي وشتوي,شيفون (وردي): تأتي الرشة الأولى مزيجاً من الياسمين الأبيض وبراعم اللوز، مع قلب يفوح برائحة التوابل الحارة والزعفران، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#705,بيبي باودر VIP,,للجنسين,55,42773,EMSA,صيفي وشتوي,بيبي باودر VIP: تبدأ التجربة العطرية بعبير الباتشولي والمسك الأبيض، ليأخذك في رحلة إلى نوتات الفانيليا والكاكاو، يعطي شعوراً بالفخامة والتميز.
#706,5-77,,للجنسين,75,42283,EMSA,صيفي وشتوي,5-77: يطل علينا العطر بافتتاحية من الباتشولي والفانيليا الناعمة، بينما ينبض القلب بنبضات الفانيليا والكاكاو، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#707,المتحرش,,للجنسين,75,42774,EMSA,صيفي وشتوي,المتحرش: تبدأ التجربة العطرية بعبير خشب الصندل والمسك الأبيض، ليأخذك في رحلة إلى نوتات خشب الصندل والباتشولي، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#708,بيور ديستان بلاك VIP,,للجنسين,250,42769,EMSA,صيفي وشتوي,بيور ديستان بلاك VIP: يمتاز العطر ببداية فوارة من خشب الصندل والمسك الأبيض، بينما ينبض القلب بنبضات خشب الصندل والباتشولي، ليستقر في النهاية على قاعدة فاخرة.
#709,قبلة المطر,,للجنسين,65,42764,EMSA,صيفي وشتوي,قبلة المطر: يطل علينا العطر بافتتاحية من خشب الصندل والمسك الأبيض، ثم ينتقل بك إلى قلب عطري غني بـ التوابل الحارة والزعفران، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#710,ملك بخاري,,للجنسين,65,42767,EMSA,صيفي وشتوي,ملك بخاري: تأتي الرشة الأولى مزيجاً من الباتشولي والفانيليا الناعمة، ثم ينتقل بك إلى قلب عطري غني بـ خشب الصندل والباتشولي، تاركا أثراً جذاباً لا ينسى.
#711,كلاب دي نويت أنتينز,,للجنسين,90,42775,EMSA,صيفي وشتوي,كلاب دي نويت أنتينز: يطل علينا العطر بافتتاحية من خشب الصندل والفانيليا الناعمة، ويتجلى في جوهره مزيج من العود والعنبر، يعطي شعوراً بالفخامة والتميز.
#712,مخلط عبد العزيز,,للجنسين,100,42776,EMSA,صيفي وشتوي,مخلط عبد العزيز: يطل علينا العطر بافتتاحية من الباتشولي والفانيليا الناعمة، ليأخذك في رحلة إلى نوتات العود والعنبر، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#713,بلان تايجر,,للجنسين,75,42777,EMSA,صيفي وشتوي,بلان تايجر: يطل علينا العطر بافتتاحية من الباتشولي والمسك الأبيض، ليستقر في وسطه عبير الفانيليا والكاكاو، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#714,212 هيروس فور ايفر,,للجنسين,65,42778,EMSA,صيفي وشتوي,212 هيروس فور ايفر: يمتاز العطر ببداية فوارة من خشب الصندل والمسك الأبيض، ليستقر في وسطه عبير خشب الصندل والباتشولي، تاركا أثراً جذاباً لا ينسى.
#715,فانتوم باكوروبان,,للجنسين,75,42779,EMSA,صيفي وشتوي,فانتوم باكوروبان: يفتتح هذا العطر رحلته بنفحات خشب الصندل والفانيليا الناعمة، بينما ينبض القلب بنبضات خشب الصندل والباتشولي، تاركا أثراً جذاباً لا ينسى.
#716,باريس باريس شانيل,,نسائي,65,42780,EMSA,صيفي وشتوي,باريس باريس شانيل: تبدأ التجربة العطرية بعبير خشب الصندل والمسك الأبيض، ليستقر في وسطه عبير التوابل الحارة والزعفران، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#717,بولو ايفرست,,رجالي,65,42781,EMSA,صيفي وشتوي,بولو ايفرست: ينطلق العطر بنغمات منعشة من الباتشولي والمسك الأبيض، ويتجلى في جوهره مزيج من الفانيليا والكاكاو، ليستقر في النهاية على قاعدة فاخرة.
#718,برادوكس برادا,,للجنسين,85,42782,EMSA,صيفي وشتوي,برادوكس برادا: يطل علينا العطر بافتتاحية من الباتشولي والفانيليا الناعمة، ثم ينتقل بك إلى قلب عطري غني بـ الفانيليا والكاكاو، يمنحك هالة من الثقة طوال اليوم.
#719,Q دولجي كابانا,,للجنسين,85,42783,EMSA,صيفي وشتوي,Q دولجي كابانا: يطل علينا العطر بافتتاحية من خشب الصندل والمسك الأبيض، بينما ينبض القلب بنبضات العود والعنبر، يمنحك هالة من الثقة طوال اليوم.
#720,VIP 11033,,للجنسين,75,42784,EMSA,صيفي وشتوي,VIP 11033: ينطلق العطر بنغمات منعشة من خشب الصندل والمسك الأبيض، ثم ينتقل بك إلى قلب عطري غني بـ العود والعنبر، تاركا أثراً جذاباً لا ينسى.
#721,خمرة (لطافة),,للجنسين,65,42785,EMSA,صيفي وشتوي,خمرة (لطافة): يمتاز العطر ببداية فوارة من الباتشولي والفانيليا الناعمة، ليأخذك في رحلة إلى نوتات خشب الصندل والباتشولي، تاركا أثراً جذاباً لا ينسى.
#722,توم فورد امبر ليذر,,للجنسين,95,42786,EMSA,صيفي وشتوي,توم فورد امبر ليذر: تأتي الرشة الأولى مزيجاً من الورد التركي وزهر البرتقال، ويتجلى في جوهره مزيج من العود والعنبر، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#723,لغز الأزرق,,للجنسين,65,42787,EMSA,صيفي وشتوي,لغز الأزرق: تأتي الرشة الأولى مزيجاً من الباتشولي والفانيليا الناعمة، ليأخذك في رحلة إلى نوتات العود والعنبر، مما يمنحه ثباتاً رائعاً يدوم طويلاً.
#724,سول باتشولي,,للجنسين,95,42788,EMSA,صيفي وشتوي,سول باتشولي: ينطلق العطر بنغمات منعشة من خشب الصندل والفانيليا الناعمة، ثم ينتقل بك إلى قلب عطري غني بـ العود والعنبر، مثالي جداً للأوقات التي تتطلب حضوراً لافتاً.
#725,حب مجنون New,,للجنسين,65,42789,EMSA,صيفي وشتوي,حب مجنون New: يمتاز العطر ببداية فوارة من الباتشولي والفانيليا الناعمة، ثم ينتقل بك إلى قلب عطري غني بـ خشب الصندل والباتشولي، يمنحك هالة من الثقة طوال اليوم.
#726,ذه ولي وان,,للجنسين,90,42790,EMSA,صيفي وشتوي,ذه ولي وان: ينطلق العطر بنغمات منعشة من الباتشولي والمسك الأبيض، ليستقر في وسطه عبير خشب الصندل والباتشولي، يمنحك هالة من الثقة طوال اليوم.
#727,انسبيليشن,,للجنسين,65,42791,EMSA,صيفي وشتوي,انسبيليشن: يمتاز العطر ببداية فوارة من خشب الصندل والفانيليا الناعمة، ويتجلى في جوهره مزيج من التوابل الحارة والزعفران، تاركا أثراً جذاباً لا ينسى.
